Company,Utility,Location,Date,Gallons,X,Y
Amazon,Prince William Water Authority ,10281 Tanner Way,2/1/2023 0:00,34993.6,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,3/1/2023 0:00,239886.2,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,4/1/2023 0:00,538321.2,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,5/1/2023 0:00,159031.3,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,6/1/2023 0:00,811708.6,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,7/1/2023 0:00,2341346.6,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,8/1/2023 0:00,1708626.8,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,9/1/2023 0:00,1093631.6,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,10/1/2023 0:00,86985.2,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,11/1/2023 0:00,406819.4,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,12/1/2023 0:00,6376.1,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,1/1/2024 0:00,5932.4,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,2/1/2024 0:00,5209.4,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,3/1/2024 0:00,5140.7,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,4/1/2024 0:00,432822.6,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,5/1/2024 0:00,278283.2,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,6/1/2024 0:00,1214066.9,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,7/1/2024 0:00,1705880,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,8/1/2024 0:00,1011075.5,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,9/1/2024 0:00,7795.1,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,10/1/2024 0:00,94259.9,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,11/1/2024 0:00,58478.4,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,12/1/2024 0:00,4728.4,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,1/1/2025 0:00,5565.3,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,2/1/2025 0:00,5556.9,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,3/1/2025 0:00,17728.8,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,4/1/2025 0:00,245725,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,5/1/2025 0:00,77264.7,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,6/1/2025 0:00,704469.2,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,7/1/2025 0:00,757097.1,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,8/1/2025 0:00,174339,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,9/1/2025 0:00,175584.4,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,10/1/2025 0:00,25877.5,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,11/1/2025 0:00,8757.4,38.74,-77.5
Amazon,Prince William Water Authority ,10281 Tanner Way,12/1/2025 0:00,5260.3,38.74,-77.5
Amazon,Prince William Water Authority ,10301 Tanner Way,1/1/2023 0:00,4130.5,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,2/1/2023 0:00,4212,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,3/1/2023 0:00,236248.6,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,4/1/2023 0:00,458988.3,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,5/1/2023 0:00,297163.9,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,6/1/2023 0:00,983972.6,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,7/1/2023 0:00,2344105.6,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,8/1/2023 0:00,1707708.8,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,9/1/2023 0:00,1140847,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,10/1/2023 0:00,91441.3,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,11/1/2023 0:00,6552.4,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,12/1/2023 0:00,4700,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,1/1/2024 0:00,4939.9,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,2/1/2024 0:00,4837.8,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,3/1/2024 0:00,5127.2,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,4/1/2024 0:00,325926.5,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,5/1/2024 0:00,228305.9,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,6/1/2024 0:00,1118009,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,7/1/2024 0:00,1624471.2,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,8/1/2024 0:00,937312.8,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,9/1/2024 0:00,56613.2,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,10/1/2024 0:00,24036.6,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,11/1/2024 0:00,27367.8,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,12/1/2024 0:00,5417.3,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,1/1/2025 0:00,5563.8,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,2/1/2025 0:00,4974.2,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,3/1/2025 0:00,6073.4,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,4/1/2025 0:00,252025,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,5/1/2025 0:00,78885.3,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,6/1/2025 0:00,601105.5,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,7/1/2025 0:00,617537.3,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,8/1/2025 0:00,148163.4,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,9/1/2025 0:00,92517,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,10/1/2025 0:00,4935.3,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,11/1/2025 0:00,4419.7,38.73,-77.51
Amazon,Prince William Water Authority ,10301 Tanner Way,12/1/2025 0:00,5854.4,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,1/1/2023 0:00,7697.1,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,2/1/2023 0:00,6003.1,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,3/1/2023 0:00,205013.6,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,4/1/2023 0:00,256089.3,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,5/1/2023 0:00,190847.7,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,6/1/2023 0:00,499533.8,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,7/1/2023 0:00,1499258.4,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,8/1/2023 0:00,1042593.5,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,9/1/2023 0:00,811155.8,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,10/1/2023 0:00,122085,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,11/1/2023 0:00,6680,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,12/1/2023 0:00,5354.9,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,1/1/2024 0:00,6111.1,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,2/1/2024 0:00,6034.2,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,3/1/2024 0:00,5933.1,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,4/1/2024 0:00,286404.4,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,5/1/2024 0:00,152222.4,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,6/1/2024 0:00,808720,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,7/1/2024 0:00,1189439.2,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,8/1/2024 0:00,738714.3,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,9/1/2024 0:00,6210,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,10/1/2024 0:00,18680.4,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,11/1/2024 0:00,8950.2,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,12/1/2024 0:00,5418.1,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,1/1/2025 0:00,5821,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,2/1/2025 0:00,5570.5,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,3/1/2025 0:00,6577.9,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,4/1/2025 0:00,263748,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,5/1/2025 0:00,103598.7,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,6/1/2025 0:00,677914.6,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,7/1/2025 0:00,613319.6,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,8/1/2025 0:00,140024.7,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,9/1/2025 0:00,36586.8,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,10/1/2025 0:00,5321.3,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,11/1/2025 0:00,13225.7,38.73,-77.51
Amazon,Prince William Water Authority ,10321 Tanner Way,12/1/2025 0:00,5396,38.73,-77.51
Amazon,Prince William Water Authority ,10261 Tanner Way,1/1/2023 0:00,6901.1,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,2/1/2023 0:00,6828.6,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,3/1/2023 0:00,13361.2,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,4/1/2023 0:00,329728.7,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,5/1/2023 0:00,132558,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,6/1/2023 0:00,580411.1,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,7/1/2023 0:00,1414074.3,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,8/1/2023 0:00,1026577.1,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,9/1/2023 0:00,698796.6,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,10/1/2023 0:00,27841,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,11/1/2023 0:00,5553.2,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,12/1/2023 0:00,5729.4,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,1/1/2024 0:00,6113.7,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,2/1/2024 0:00,6467.2,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,3/1/2024 0:00,6831.7,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,4/1/2024 0:00,210989.5,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,5/1/2024 0:00,127906.8,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,6/1/2024 0:00,668953.5,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,7/1/2024 0:00,993233.4,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,8/1/2024 0:00,571303.3,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,9/1/2024 0:00,21232.1,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,10/1/2024 0:00,8969.1,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,11/1/2024 0:00,6108.1,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,12/1/2024 0:00,6051.3,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,1/1/2025 0:00,6208.1,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,2/1/2025 0:00,5595.8,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,3/1/2025 0:00,10196.1,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,4/1/2025 0:00,167747.8,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,5/1/2025 0:00,43804.7,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,6/1/2025 0:00,387037.4,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,7/1/2025 0:00,370094.7,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,8/1/2025 0:00,110643.6,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,9/1/2025 0:00,49045.6,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,10/1/2025 0:00,34626.1,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,11/1/2025 0:00,7116.1,38.74,-77.5
Amazon,Prince William Water Authority ,10261 Tanner Way,12/1/2025 0:00,5180.6,38.74,-77.5
Amazon,Prince William Water Authority ,9730 Hornbaker Road,1/1/2023 0:00,0,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,2/1/2023 0:00,0,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,3/1/2023 0:00,0,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,4/1/2023 0:00,893,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,5/1/2023 0:00,663,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,6/1/2023 0:00,1247,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,7/1/2023 0:00,494,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,8/1/2023 0:00,256,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,9/1/2023 0:00,380,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,10/1/2023 0:00,411,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,11/1/2023 0:00,398,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,12/1/2023 0:00,418,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,1/1/2024 0:00,412,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,2/1/2024 0:00,430,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,3/1/2024 0:00,309,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,4/1/2024 0:00,285,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,5/1/2024 0:00,286,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,6/1/2024 0:00,556,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,7/1/2024 0:00,233,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,8/1/2024 0:00,209,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,9/1/2024 0:00,183,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,10/1/2024 0:00,367,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,11/1/2024 0:00,245,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,12/1/2024 0:00,1223,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,1/1/2025 0:00,1550,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,2/1/2025 0:00,1056,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,3/1/2025 0:00,949,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,4/1/2025 0:00,491,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,5/1/2025 0:00,215,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,6/1/2025 0:00,247,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,7/1/2025 0:00,430,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,8/1/2025 0:00,301,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,9/1/2025 0:00,419,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,10/1/2025 0:00,412,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,11/1/2025 0:00,644,38.75,-77.53
Amazon,Prince William Water Authority ,9730 Hornbaker Road,12/1/2025 0:00,992,38.75,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,1/1/2023 0:00,9281,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,2/1/2023 0:00,10266,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,3/1/2023 0:00,261902.2,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,4/1/2023 0:00,294352.5,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,5/1/2023 0:00,121863,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,6/1/2023 0:00,551325.6,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,7/1/2023 0:00,2194181.2,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,8/1/2023 0:00,1241163.6,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,9/1/2023 0:00,918073.4,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,10/1/2023 0:00,48780.4,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,11/1/2023 0:00,5402,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,12/1/2023 0:00,5823,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,1/1/2024 0:00,7441,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,2/1/2024 0:00,7941,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,3/1/2024 0:00,248763,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,4/1/2024 0:00,144253.1,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,5/1/2024 0:00,183976.9,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,6/1/2024 0:00,897309.8,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,7/1/2024 0:00,1385981.3,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,8/1/2024 0:00,778646.9,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,9/1/2024 0:00,47228.9,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,10/1/2024 0:00,35622.9,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,11/1/2024 0:00,5888,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,12/1/2024 0:00,4812,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,1/1/2025 0:00,5576,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,2/1/2025 0:00,5502,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,3/1/2025 0:00,106542.2,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,4/1/2025 0:00,158209.5,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,5/1/2025 0:00,43643.2,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,6/1/2025 0:00,482365.2,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,7/1/2025 0:00,489577.5,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,8/1/2025 0:00,144627.6,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,9/1/2025 0:00,97077.2,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,10/1/2025 0:00,27874.6,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,11/1/2025 0:00,7187.5,38.74,-77.53
Amazon,Prince William Water Authority ,9740 Hornbaker Road,12/1/2025 0:00,6812.2,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,1/1/2023 0:00,7165,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,2/1/2023 0:00,5755,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,3/1/2023 0:00,223548.3,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,4/1/2023 0:00,280355.5,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,5/1/2023 0:00,94829.7,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,6/1/2023 0:00,624396.2,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,7/1/2023 0:00,1782200.8,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,8/1/2023 0:00,1292847.4,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,9/1/2023 0:00,930875.5,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,10/1/2023 0:00,93268.8,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,11/1/2023 0:00,7026.5,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,12/1/2023 0:00,5017,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,1/1/2024 0:00,7205,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,2/1/2024 0:00,6711,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,3/1/2024 0:00,6460,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,4/1/2024 0:00,331388,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,5/1/2024 0:00,168848.2,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,6/1/2024 0:00,805508.6,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,7/1/2024 0:00,1174402,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,8/1/2024 0:00,676112.3,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,9/1/2024 0:00,54070.3,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,10/1/2024 0:00,35649.4,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,11/1/2024 0:00,5337,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,12/1/2024 0:00,4939,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,1/1/2025 0:00,5820,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,2/1/2025 0:00,4277,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,3/1/2025 0:00,169028.3,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,4/1/2025 0:00,66347.5,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,5/1/2025 0:00,78083.2,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,6/1/2025 0:00,397332.8,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,7/1/2025 0:00,377567.8,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,8/1/2025 0:00,107635.6,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,9/1/2025 0:00,92942,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,10/1/2025 0:00,28415.5,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,11/1/2025 0:00,5676.3,38.74,-77.53
Amazon,Prince William Water Authority ,9750 Hornbaker Road,12/1/2025 0:00,6662,38.74,-77.53
Amazon,Prince William Water Authority ,9680 Innovation Dr,1/1/2023 0:00,0,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,2/1/2023 0:00,0,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,3/1/2023 0:00,0,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,4/1/2023 0:00,555.1,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,5/1/2023 0:00,131797.2,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,6/1/2023 0:00,162429.2,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,7/1/2023 0:00,438648.5,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,8/1/2023 0:00,498934.1,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,9/1/2023 0:00,610664.2,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,10/1/2023 0:00,91055.2,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,11/1/2023 0:00,11250.1,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,12/1/2023 0:00,11769.4,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,1/1/2024 0:00,11556,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,2/1/2024 0:00,13062.5,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,3/1/2024 0:00,11232.1,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,4/1/2024 0:00,356837.4,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,5/1/2024 0:00,250542.3,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,6/1/2024 0:00,1433178.9,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,7/1/2024 0:00,2095576.3,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,8/1/2024 0:00,1140186.7,38.75,-77.52
Amazon,Prince William Water Authority ,9680 Innovation Dr,9/1/2024 0:00,8729.2,38.75,-77.52
